label,Main_Label,Sub_Label,Label_Identification,product,uri,upc,ean,isrc,song_name,artist_name,composer_name,album_name,total,file_name,income,admin_Exp,royality
"RHYFIL","Danka Music","RHYFIL","PDL","PDS","spotify:track:5lJEzTXNAuvcylxn6M1Op4","","1.94E+12","INR1L2100129","Ab Ghan","Shankar Mahadevan  Anoushka Naik","Anoushka Naik","Ab Ghan","5","Streaming","1.01846609","0.15276991","0.86569618"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:0m2R2ZfCzMFp0KUpHlMZcx","","1.94E+12","INR1L2100128","Dil Chaahe Bhar Loon Udaan","Kkomal Krusshna","Kedar Bhagwat  Ashwinee Deshpande","Udaan","1","Streaming","0.32171379","0.04825707","0.27345672"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","1","Streaming","0.32171379","0.04825707","0.27345672"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","3","Streaming","0.96514146","0.14477122","0.82037024"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:272FvFOHQKq2VN1hQqSZcd","","1.94E+12","INI112177839","Punha Ekda","Savaniee Ravindrra  Niranjan Pedgaonkar  Shaunak Sirrole","Niranjan Pedgaonkar  Shaunak Sirrole","Punha Ekda","12","Streaming","3.86056582","0.57908487","3.28148095"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:54icRguusp8jnhYm8PqipI","","1.94E+12","INR1L2100030","Raag Khamaj - Thumri - Chhab Dikhala Ja","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.32171379","0.04825707","0.27345672"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:5lJEzTXNAuvcylxn6M1Op4","","1.94E+12","INR1L2100129","Ab Ghan","Shankar Mahadevan  Anoushka Naik","Anoushka Naik","Ab Ghan","1","Streaming","0.32171379","0.04825707","0.27345672"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","2","Streaming","0.64342767","0.09651415","0.54691352"
"RHYFIL","Danka Music","RHYFIL","PDL","TRIAL-3M","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","1","Streaming","0.32171379","0.04825707","0.27345672"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","14","Streaming","0.11095449","0.01664317","0.09431132"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","7","Streaming","1.04852171","0.15727826","0.89124345"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","27","Streaming","0.24638806","0.03695821","0.20942985"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.06269644","0.00940447","0.05329198"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.13906188","0.02085928","0.11820260"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.00749330","0.00112400","0.00636931"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:0x02pE89zxkU8dABjsyfdK","","1.94E+12","INR1L2100109","Scary Dance","Drummer Kd","Drummer Kd  Instrumental","Scary Dance","1","Streaming","0.27021374","0.04053206","0.22968168"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","1","Streaming","0.05883957","0.00882594","0.05001363"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","14","Streaming","1.83179589","0.27476938","1.55702651"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","1","Streaming","0.22516515","0.03377477","0.19139037"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:198JS19D86t3HzphIFF7DB","1.96E+11","","QZFZ42186097","Main Ek Saaya","Reeshabh Purohit  Nisha Satpute  Malavika Dikshit","Reeshabh Purohit  Nisha Satpute","Main Ek Saaya","1","Streaming","0.22516515","0.03377477","0.19139037"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:1tcAT7htofUHvlK8WGpzLq","","1.94E+12","INR1L2100001","Adneyachya Waata","Jasraj Joshi  Sanket Puranik  Mahesh Aphale","Sanket Puranik  Mahesh Aphale","Adneyachya Waata","1","Streaming","0.22516515","0.03377477","0.19139037"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:2tst3PcPSMc98MIc9QCfFv","","8.91E+12","INR1L2100161","Anntarangi","Jasraj Joshi","Raao Sunny Kumar  Parshuram Bagde  Jitesh Rathod","Anntarangi","2","Streaming","0.45033029","0.06754954","0.38278075"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","96","Streaming","21.61585402","3.24237810","18.37347592"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:62FhbDtn1GNZEgdHFqVmWp","","1.94E+12","INR1L2100093","Shravan Nahi Aala","Aarya Ambekar","Ashok Patki  Satish Moghe","Shravan Nahi Aala","1","Streaming","0.22516515","0.03377477","0.19139037"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","2","Streaming","0.45033029","0.06754954","0.38278075"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:1j79MzJ0Tcftk9hOQfme9P","","8.91E+12","INR1L2100163","Hindustan","Ajay Naik  Ramaa Sagar  Pratik Jathan  Avinash Jadhav","Ajay Naik","Hindustan","6","Streaming","1.35099088","0.20264863","1.14834225"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:3SU5SanH2BYRFQQczksz16","","1.94E+12","INR1L2100099","Khel Fugadicha","Aditi Kulkarni  Anurati Kulkarni","Dr. Shekhar Kulkarni","Khel Fugadicha","11","Streaming","2.47681661","0.37152249","2.10529412"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","2","Streaming","0.45033029","0.06754954","0.38278075"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:4F4NOm1ZBVDxZc9NJSBVBX","","8.91E+12","INR1L2100136","Bum Bhole Bum","Abby J  Sanrich  Mrunal Shankar","Abby J  Sanrich","Bum Bhole Bum","1","Streaming","0.22516515","0.03377477","0.19139037"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:54icRguusp8jnhYm8PqipI","","1.94E+12","INR1L2100030","Raag Khamaj - Thumri - Chhab Dikhala Ja","Shubha Joshi","Traditional","Surmayi","2","Streaming","0.45033029","0.06754954","0.38278075"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:5XZ9dwtrH2WnMoQE1gz6XU","","1.94E+12","INR1L2100076","Tabla Solo","Mani Bhardwaj","Mani Bhardwaj  Instrumental","Tabla Solo","5","Streaming","1.12582573","0.16887386","0.95695187"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","4","Streaming","0.90066058","0.13509909","0.76556150"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:54icRguusp8jnhYm8PqipI","","1.94E+12","INR1L2100030","Raag Khamaj - Thumri - Chhab Dikhala Ja","Shubha Joshi","Traditional","Surmayi","2","Streaming","0.45033029","0.06754954","0.38278075"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","2","Streaming","0.45033029","0.06754954","0.38278075"
"RHYFIL","Danka Music","RHYFIL","PDL","PDS","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","1","Streaming","0.22516515","0.03377477","0.19139037"
"RHYFIL","Danka Music","RHYFIL","PDL","PDS","spotify:track:57sbDFoOKvZTd2D13slsKf","","1.94E+12","INR1L2100131","Ruswaa","Reeshabh Purohit  Kalim Shaikh  Khwaab","Reeshabh Purohit  Kalim Shaikh","Ruswaa","1","Streaming","0.22516515","0.03377477","0.19139037"
"RHYFIL","Danka Music","RHYFIL","PDL","PDS","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.22516515","0.03377477","0.19139037"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","1","Streaming","0.33239286","0.04985893","0.28253393"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","8","Streaming","2.65914324","0.39887149","2.26027175"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.33239286","0.04985893","0.28253393"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","3","Streaming","0.06480773","0.00972116","0.05508657"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","3","Streaming","0.01542973","0.00231446","0.01311527"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","1","Streaming","0.18218585","0.02732788","0.15485797"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:57sbDFoOKvZTd2D13slsKf","","1.94E+12","INR1L2100131","Ruswaa","Reeshabh Purohit  Kalim Shaikh  Khwaab","Reeshabh Purohit  Kalim Shaikh","Ruswaa","1","Streaming","0.18218585","0.02732788","0.15485797"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","3","Streaming","0.12649925","0.01897489","0.10752437"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","1","Streaming","0.14839021","0.02225853","0.12613168"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","76","Streaming","11.27765554","1.69164833","9.58600721"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:5asYp0j0PZntbehy3ZrfWV","","1.94E+12","INR1L2100013","Jitney Moonh Hain","Shubha Joshi  Siraj Ahmed Khan  Qaisar  Ul  Jafri","Siraj Ahmed Khan  Qaisar  Ul  Jafri","Sartaje Ghazal","1","Streaming","0.14839021","0.02225853","0.12613168"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","2","Streaming","0.29678042","0.04451706","0.25226335"
"RHYFIL","Danka Music","RHYFIL","PDL","TRIAL-3M","spotify:track:5XZ9dwtrH2WnMoQE1gz6XU","","1.94E+12","INR1L2100076","Tabla Solo","Mani Bhardwaj","Mani Bhardwaj  Instrumental","Tabla Solo","3","Streaming","0.44693501","0.06704025","0.37989476"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","3","Streaming","1.00367840","0.15055176","0.85312664"
"RHYFIL","Danka Music","RHYFIL","PDL","TRIAL-3M","spotify:track:57sbDFoOKvZTd2D13slsKf","","1.94E+12","INR1L2100131","Ruswaa","Reeshabh Purohit  Kalim Shaikh  Khwaab","Reeshabh Purohit  Kalim Shaikh","Ruswaa","1","Streaming","0.33455947","0.05018392","0.28437555"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","55","Streaming","10.93115089","1.63967263","9.29147826"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:78wpoEu5AsBNZVM3UAtJl5","","1.94E+12","INR1L2100019","Dil Mein Ab Yun","Shubha Joshi  Ustad Taj Ahmed Khan  Faiz","Ustad Taj Ahmed Khan  Faiz Ahmed Faiz","Sartaje Ghazal","2","Streaming","0.39749640","0.05962446","0.33787194"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","3","Streaming","0.59624459","0.08943669","0.50680791"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:198JS19D86t3HzphIFF7DB","1.96E+11","","QZFZ42186097","Main Ek Saaya","Reeshabh Purohit  Nisha Satpute  Malavika Dikshit","Reeshabh Purohit  Nisha Satpute","Main Ek Saaya","1","Streaming","0.19874820","0.02981223","0.16893597"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.19874820","0.02981223","0.16893597"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","3","Streaming","0.59624459","0.08943669","0.50680791"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.19874820","0.02981223","0.16893597"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:1tcAT7htofUHvlK8WGpzLq","","1.94E+12","INR1L2100001","Adneyachya Waata","Jasraj Joshi  Sanket Puranik  Mahesh Aphale","Sanket Puranik  Mahesh Aphale","Adneyachya Waata","2","Streaming","0.39749640","0.05962446","0.33787194"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","2","Streaming","0.39749640","0.05962446","0.33787194"
"RHYFIL","Danka Music","RHYFIL","PDL","PDS","spotify:track:54icRguusp8jnhYm8PqipI","","1.94E+12","INR1L2100030","Raag Khamaj - Thumri - Chhab Dikhala Ja","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.19874820","0.02981223","0.16893597"
"RHYFIL","Danka Music","RHYFIL","PDL","TRIAL-3M","spotify:track:57sbDFoOKvZTd2D13slsKf","","1.94E+12","INR1L2100131","Ruswaa","Reeshabh Purohit  Kalim Shaikh  Khwaab","Reeshabh Purohit  Kalim Shaikh","Ruswaa","1","Streaming","0.19874820","0.02981223","0.16893597"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","31","Streaming","10.64900959","1.59735144","9.05165815"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:198JS19D86t3HzphIFF7DB","1.96E+11","","QZFZ42186097","Main Ek Saaya","Reeshabh Purohit  Nisha Satpute  Malavika Dikshit","Reeshabh Purohit  Nisha Satpute","Main Ek Saaya","4","Streaming","1.37406575","0.20610986","1.16795589"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4NqWrBP0wBsBA7E0v0Rqcb","","8.91E+12","INR1L2100137","Kalajachya Khanat","Swapnil Bandodkar  Soniya Upadhyay","Dev Suchir  Suhas Munde","Jiddari","2","Streaming","0.68703288","0.10305493","0.58397795"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:4v6l4jZn62LbdziltWuT68","","8.91E+12","INR1L2100149","Down The Streetlights","Seiya  Spark'n the Band","Seiya","Down The Streetlights","128","Streaming","43.97010410","6.59551562","37.37458849"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:54icRguusp8jnhYm8PqipI","","1.94E+12","INR1L2100030","Raag Khamaj - Thumri - Chhab Dikhala Ja","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:57sbDFoOKvZTd2D13slsKf","","1.94E+12","INR1L2100131","Ruswaa","Reeshabh Purohit  Kalim Shaikh  Khwaab","Reeshabh Purohit  Kalim Shaikh","Ruswaa","2","Streaming","0.68703288","0.10305493","0.58397795"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:5XZ9dwtrH2WnMoQE1gz6XU","","1.94E+12","INR1L2100076","Tabla Solo","Mani Bhardwaj","Mani Bhardwaj  Instrumental","Tabla Solo","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:5lJEzTXNAuvcylxn6M1Op4","","1.94E+12","INR1L2100129","Ab Ghan","Shankar Mahadevan  Anoushka Naik","Anoushka Naik","Ab Ghan","7","Streaming","2.40461507","0.36069226","2.04392281"
"RHYFIL","Danka Music","RHYFIL","PDL","A","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","4","Streaming","1.37406575","0.20610986","1.16795589"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","6","Streaming","2.06109863","0.30916479","1.75193384"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:198JS19D86t3HzphIFF7DB","1.96E+11","","QZFZ42186097","Main Ek Saaya","Reeshabh Purohit  Nisha Satpute  Malavika Dikshit","Reeshabh Purohit  Nisha Satpute","Main Ek Saaya","2","Streaming","0.68703288","0.10305493","0.58397795"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:3ubOTJlwiqFnsqlaKvEIGA","","1.94E+12","INR1L2100110","Gaata Chal Gan Gan Ganat Bote Gajanan Maharaj Qawwali","Rafi Habib  Madhuri Joshi","Dhanashree Ganatra  Parag Pethe Parast","Gaata Chal Gan Gan Ganat Bote Gajanan Maharaj Qawwali","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","DUO","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","13","Streaming","4.46571370","0.66985706","3.79585664"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:54icRguusp8jnhYm8PqipI","","1.94E+12","INR1L2100030","Raag Khamaj - Thumri - Chhab Dikhala Ja","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:57sbDFoOKvZTd2D13slsKf","","1.94E+12","INR1L2100131","Ruswaa","Reeshabh Purohit  Kalim Shaikh  Khwaab","Reeshabh Purohit  Kalim Shaikh","Ruswaa","2","Streaming","0.68703288","0.10305493","0.58397795"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:5XZ9dwtrH2WnMoQE1gz6XU","","1.94E+12","INR1L2100076","Tabla Solo","Mani Bhardwaj","Mani Bhardwaj  Instrumental","Tabla Solo","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:5lJEzTXNAuvcylxn6M1Op4","","1.94E+12","INR1L2100129","Ab Ghan","Shankar Mahadevan  Anoushka Naik","Anoushka Naik","Ab Ghan","2","Streaming","0.68703288","0.10305493","0.58397795"
"RHYFIL","Danka Music","RHYFIL","PDL","FAM6","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","8","Streaming","2.74813151","0.41221973","2.33591178"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","5","Streaming","1.71758219","0.25763733","1.45994486"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:198JS19D86t3HzphIFF7DB","1.96E+11","","QZFZ42186097","Main Ek Saaya","Reeshabh Purohit  Nisha Satpute  Malavika Dikshit","Reeshabh Purohit  Nisha Satpute","Main Ek Saaya","2","Streaming","0.68703288","0.10305493","0.58397795"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:5lJEzTXNAuvcylxn6M1Op4","","1.94E+12","INR1L2100129","Ab Ghan","Shankar Mahadevan  Anoushka Naik","Anoushka Naik","Ab Ghan","3","Streaming","1.03054932","0.15458240","0.87596692"
"RHYFIL","Danka Music","RHYFIL","PDL","P","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","10","Streaming","3.43516438","0.51527466","2.91988973"
"RHYFIL","Danka Music","RHYFIL","PDL","PDIB","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","2","Streaming","0.68703288","0.10305493","0.58397795"
"RHYFIL","Danka Music","RHYFIL","PDL","PDIB","spotify:track:7e8fqBJhN0n5tkfmZTvZFa","","1.94E+12","INR1L2100031","Raag Bhairavi - Dadra - Rab Tohe Bhoole Nahi Bane","Shubha Joshi","Traditional","Surmayi","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","PDS","spotify:track:13wK4rl4toq8yDXwQ6YGGf","","1.94E+12","INR1L2100115","Jaaneman","Shaarib Toshi  Kkomal Krusshna  Kalim Shaikh","Shaarib Toshi  Kalim Shaikh","Jaaneman","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","PDS","spotify:track:57sbDFoOKvZTd2D13slsKf","","1.94E+12","INR1L2100131","Ruswaa","Reeshabh Purohit  Kalim Shaikh  Khwaab","Reeshabh Purohit  Kalim Shaikh","Ruswaa","1","Streaming","0.34351644","0.05152747","0.29198897"
"RHYFIL","Danka Music","RHYFIL","PDL","TRIAL-3M","spotify:track:57sbDFoOKvZTd2D13slsKf","","1.94E+12","INR1L2100131","Ruswaa","Reeshabh Purohit  Kalim Shaikh  Khwaab","Reeshabh Purohit  Kalim Shaikh","Ruswaa","2","Streaming","0.68703288","0.10305493","0.58397795"
