song_id,isrc,song_name,album_name,language,label,Main_Label,Sub_Label,Label_Identification,artist,album_id,total,file_name,income,admin_Exp,royality
"srch_pplmumbai_INR1L2100006","INR1L2100006","Deva Deva","Poshter Boyz","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Nandesh Umap Bela Shende Swapnil Bandodkar","srch_pplmumbai_000R00PB9D62021","176","Mumbai","10.57280215","1.58592032","8.98688183"
"srch_pplmumbai_INR1L2100068","INR1L2100068","Matwari","Matwari","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Praful Swapnil Rohit Raut Mandar Cholkar","srch_pplmumbai_000R000M17A2021","7","Mumbai","0.42050918","0.06307638","0.35743280"
"srch_pplmumbai_INR1L2100034","INR1L2100034","Vandan Tujhla Hai Gajvadna","Siddhivinayaka","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Raviraj Koltharkar Ft Duhita Kunwawlekar Ft Arundhati Tendulkar Ft Aarti Satyapal Ft Rasika Borkar Ft Nikita Ghate Ft Sneha Ayare","srch_pplmumbai_000R000S61E2021","5","Mumbai","0.30036370","0.04505456","0.25530914"
"srch_pplmumbai_INR1L2100175","INR1L2100175","Aisi Teri Yaari","Aisi Teri Yaari","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Ramneek Pal 'Rammy'","srch_pplmumbai_000R0ATY86C2022","35","Mumbai","2.10254588","0.31538188","1.78716400"
"srch_pplmumbai_INR1L2100156","INR1L2100156","Rama Rama","Rama Rama","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Raghunandan Panshikar","srch_pplmumbai_000R00RR3A92022","122","Mumbai","7.32887422","1.09933113","6.22954309"
"srch_pplmumbai_INR1L2100185","INR1L2100185","Be With Me","Ehsaas","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Rough Soul Sanxd","srch_pplmumbai_000R000EBFF2022","23","Mumbai","1.38167301","0.20725095","1.17442206"
"srch_pplmumbai_INR1L2100172","INR1L2100172","Bhor Bhayi Din Chad Gaya Meri Ambe","Bhor Bhayi Din Chad Gaya Meri Ambe","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Rinsi Shergill","srch_pplmumbai_000RBBDC4842022","121","Mumbai","7.26880148","1.09032022","6.17848126"
"srch_pplmumbai_INR1L2100055","INR1L2100055","He Palkhi","Swar Vitthal","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Anandi Vikas Dr Dilip Pandit Suranjan Khandalkar","srch_pplmumbai_000R00SV09B2021","1","Mumbai","0.06007274","0.00901091","0.05106183"
"srch_pplmumbai_INR1L2100069","INR1L2100069","Aadha Ishq","Aadha Ishq","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Praful Swapnil Brijesh Shandilya Jai Atre","srch_pplmumbai_000R00AI4982021","20","Mumbai","1.20145479","0.18021822","1.02123657"
"srch_pplmumbai_INR1L2100098","INR1L2100098","Yenar Majha Bappa","Yenar Majha Bappa","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Tejas Satpute Ajit Chafe","srch_pplmumbai_000R0YMB6922021","6","Mumbai","0.36043644","0.05406547","0.30637097"
"srch_pplmumbai_INR1L2100092","INR1L2100092","Tuza Vyathecha Kavet","Zep","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Sai Prasad","srch_pplmumbai_000R000ZD612021","5","Mumbai","0.30036370","0.04505456","0.25530914"
"srch_pplmumbai_INR1L2100061","INR1L2100061","Paus Paus","Tujha Ek Themb","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Anandi Vikas Dr Vivek Muglikar Mangesh Borgaonkar","srch_pplmumbai_000R0TETFD02021","1","Mumbai","0.06007274","0.00901091","0.05106183"
"srch_pplmumbai_INR1L2100003","INR1L2100003","Poshter Boyz Title Track","Poshter Boyz","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Avdhoot Gupte Leslie Lewis Shreyas Talpade Gandhar Kadam 1080g","srch_pplmumbai_000R00PB9D62021","31","Mumbai","1.86225493","0.27933824","1.58291669"
"srch_pplmumbai_INR1L2100113","INR1L2100113","Maze Jivichi Aavadi","Maze Jivichi Aavadi","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Shweta Deshpande","srch_pplmumbai_000R0MJAF722021","1","Mumbai","0.06007274","0.00901091","0.05106183"
"srch_pplmumbai_INR1L2100056","INR1L2100056","Kanani Aaikato","Swar Vitthal","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Anandi Vikas Dr Dilip Pandit Shefali Kulkarni Sakurikar","srch_pplmumbai_000R00SV09B2021","2","Mumbai","0.12014548","0.01802182","0.10212366"
"srch_pplmumbai_INR1L2100004","INR1L2100004","Aaichya Gavat","Poshter Boyz","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Gandhar Kadam 1080g Nihar Shembekar","srch_pplmumbai_000R00PB9D62021","45","Mumbai","2.70327328","0.40549099","2.29778229"
"srch_pplmumbai_INR1L2100167","INR1L2100167","Rang Chad Gaya","Rang Chad Gaya","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Rinsi Shergill","srch_pplmumbai_000R0RCG5DB2022","50","Mumbai","3.00363698","0.45054555","2.55309143"
"srch_pplmumbai_INR1L2100082","INR1L2100082","Mora Mann Baawaraa","Mora Mann Baawaraa","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Dhanashree Ganatra","srch_pplmumbai_000R0MMB3162021","1","Mumbai","0.06007274","0.00901091","0.05106183"
"srch_pplmumbai_INR1L2100032","INR1L2100032","Baraso Re","Baraso Re","Hindi","RHYFIL","Danka Music","RHYFIL","PDL","Raviraj Koltharkar Ft Duhita Kunwawlekar Ft Arundhati Tendulkar Ft Aarti Satyapal Ft Rasika Borkar Ft Nikita Ghate Ft Sneha Ayare","srch_pplmumbai_000R00BR3E42021","75","Mumbai","4.50545546","0.67581832","3.82963714"
"srch_pplmumbai_INR1L2100112","INR1L2100112","Bolava Vitthal","Bolava Vitthal","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Utkarsh Koli","srch_pplmumbai_000R00BV7F42021","34","Mumbai","2.04247314","0.30637097","1.73610217"
"srch_pplmumbai_INR1L2100120","INR1L2100120","Mala Kai Zal","Piru","Marathi","RHYFIL","Danka Music","RHYFIL","PDL","Kaushik Deshpande","srch_pplmumbai_000R000PC642021","7","Mumbai","0.42050918","0.06307638","0.35743280"
